,city,date,gender,match_type,player of the match,team 1,team 2,toss_decision,toss_winner,umpire_1,umpire_2,venue,win_by_runs,win_by_wickets,winner
1218,Bulawayo,2015-10-16,male,ODI,WP Masakadza,Zimbabwe,Afghanistan,bat,Afghanistan,NJ Llong,RB Tiffin,Queens Sports Club,0,8,Zimbabwe
1219,Bulawayo,2015-10-18,male,ODI,Mohammad Nabi,Zimbabwe,Afghanistan,bat,Afghanistan,NJ Llong,RB Tiffin,Queens Sports Club,58,0,Afghanistan
1220,Bulawayo,2015-10-22,male,ODI,Mohammad Shahzad,Zimbabwe,Afghanistan,bat,Zimbabwe,NJ Llong,TJ Matibiri,Queens Sports Club,0,3,Afghanistan
1221,Mirpur,2015-11-07,male,ODI,Mushfiqur Rahim,Bangladesh,Zimbabwe,field,Zimbabwe,Aleem Dar,Sharfuddoula,Shere Bangla National Stadium,145,0,Bangladesh
1222,Mirpur,2015-11-09,male,ODI,Imrul Kayes,Bangladesh,Zimbabwe,field,Zimbabwe,Aleem Dar,Enamul Haque,Shere Bangla National Stadium,58,0,Bangladesh
1223,Mirpur,2015-11-11,male,ODI,Tamim Iqbal,Bangladesh,Zimbabwe,bat,Bangladesh,Aleem Dar,Sharfuddoula,Shere Bangla National Stadium,61,0,Bangladesh
1224,Guyana,2016-06-03,male,ODI,SP Narine,West Indies,South Africa,bat,South Africa,RK Illingworth,JS Wilson,Providence Stadium,0,4,West Indies
1225,Guyana,2016-06-05,male,ODI,NM Lyon,West Indies,Australia,field,Australia,GO Brathwaite,NJ Llong,Providence Stadium,0,6,Australia
1226,Guyana,2016-06-07,male,ODI,F Behardien,Australia,South Africa,bat,South Africa,RK Illingworth,JS Wilson,Providence Stadium,47,0,South Africa
1227,St Kitts,2016-06-11,male,ODI,DA Warner,Australia,South Africa,bat,Australia,NJ Llong,JS Wilson,"Warner Park, Basseterre",36,0,Australia
1228,St Kitts,2016-06-13,male,ODI,MN Samuels,West Indies,Australia,field,West Indies,GO Brathwaite,RK Illingworth,"Warner Park, Basseterre",0,4,West Indies
1229,St Kitts,2016-06-15,male,ODI,Imran Tahir,West Indies,South Africa,field,West Indies,GO Brathwaite,NJ Llong,"Warner Park, Basseterre",139,0,South Africa
1230,Barbados,2016-06-19,male,ODI,,Australia,South Africa,field,Australia,HDPK Dharmasena,JS Wilson,"Kensington Oval, Bridgetown",0,0,no result
1231,Barbados,2016-06-21,male,ODI,MN Samuels,West Indies,Australia,field,Australia,GO Brathwaite,RA Kettleborough,"Kensington Oval, Bridgetown",0,6,Australia
1232,Barbados,2016-06-24,male,ODI,DM Bravo,West Indies,South Africa,field,South Africa,GO Brathwaite,HDPK Dharmasena,"Kensington Oval, Bridgetown",100,0,West Indies
1233,Barbados,2016-06-26,male,ODI,MR Marsh,West Indies,Australia,bat,Australia,RA Kettleborough,JS Wilson,"Kensington Oval, Bridgetown",58,0,Australia
1234,Benoni,2016-09-25,male,ODI,T Bavuma,South Africa,Ireland,field,Ireland,S George,JS Wilson,Willowmoore Park,206,0,South Africa
1235,Benoni,2016-09-27,male,ODI,UT Khawaja,Australia,Ireland,bat,Ireland,BP Jele,NJ Llong,Willowmoore Park,0,9,Australia
1236,Centurion,2016-09-30,male,ODI,Q de Kock,South Africa,Australia,field,South Africa,BP Jele,JS Wilson,SuperSport Park,0,6,South Africa
1237,Johannesburg,2016-10-02,male,ODI,F du Plessis,South Africa,Australia,field,Australia,S George,NJ Llong,New Wanderers Stadium,142,0,South Africa
1238,Durban,2016-10-05,male,ODI,DA Miller,South Africa,Australia,bat,Australia,AT Holdstock,JS Wilson,Kingsmead,0,4,South Africa
1239,Port Elizabeth,2016-10-09,male,ODI,KJ Abbott,South Africa,Australia,bat,Australia,AT Holdstock,NJ Llong,St George's Park,0,6,South Africa
1240,Cape Town,2016-10-12,male,ODI,DA Warner,South Africa,Australia,bat,South Africa,S George,JS Wilson,Newlands,31,0,South Africa
1241,Port Elizabeth,2017-01-28,male,ODI,Imran Tahir,South Africa,Sri Lanka,field,South Africa,BP Jele,RA Kettleborough,St George's Park,0,8,South Africa
1242,Durban,2017-02-01,male,ODI,F du Plessis,South Africa,Sri Lanka,field,Sri Lanka,S George,RK Illingworth,Kingsmead,121,0,South Africa
1243,Johannesburg,2017-02-04,male,ODI,D Pretorius,South Africa,Sri Lanka,field,South Africa,AT Holdstock,RA Kettleborough,New Wanderers Stadium,0,7,South Africa
1244,Cape Town,2017-02-07,male,ODI,F du Plessis,South Africa,Sri Lanka,bat,South Africa,AT Holdstock,RK Illingworth,Newlands,40,0,South Africa
1245,Centurion,2017-02-10,male,ODI,HM Amla,South Africa,Sri Lanka,field,Sri Lanka,S George,RA Kettleborough,SuperSport Park,88,0,South Africa
1246,,2015-12-25,male,ODI,Amir Hamza,Afghanistan,Zimbabwe,bat,Afghanistan,VA Kulkarni,C Shamshuddin,Sharjah Cricket Stadium,49,0,Afghanistan
1247,,2015-12-29,male,ODI,Mohammad Shahzad,Afghanistan,Zimbabwe,bat,Zimbabwe,AK Chaudhary,C Shamshuddin,Sharjah Cricket Stadium,0,4,Afghanistan
1248,,2016-01-02,male,ODI,H Masakadza,Afghanistan,Zimbabwe,bat,Zimbabwe,AK Chaudhary,VA Kulkarni,Sharjah Cricket Stadium,117,0,Zimbabwe
1249,,2016-01-04,male,ODI,CJ Chibhabha,Afghanistan,Zimbabwe,bat,Zimbabwe,VA Kulkarni,C Shamshuddin,Sharjah Cricket Stadium,65,0,Zimbabwe
1250,,2016-01-06,male,ODI,Gulbadin Naib,Afghanistan,Zimbabwe,bat,Zimbabwe,AK Chaudhary,C Shamshuddin,Sharjah Cricket Stadium,0,2,Afghanistan
1251,Colombo,2016-08-21,male,ODI,JP Faulkner,Sri Lanka,Australia,field,Australia,Aleem Dar,REJ Martinesz,R Premadasa Stadium,0,3,Australia
1252,Colombo,2016-08-24,male,ODI,AD Mathews,Sri Lanka,Australia,bat,Sri Lanka,MA Gough,RR Wimalasiri,R Premadasa Stadium,82,0,Sri Lanka
1253,,2016-08-28,male,ODI,GJ Bailey,Sri Lanka,Australia,bat,Sri Lanka,Aleem Dar,REJ Martinesz,Rangiri Dambulla International Stadium,0,2,Australia
1254,,2016-08-31,male,ODI,JW Hastings,Sri Lanka,Australia,bat,Sri Lanka,MA Gough,RSA Palliyaguruge,Rangiri Dambulla International Stadium,0,6,Australia
1255,,2016-09-01,male,ODI,DA Warner,Sri Lanka,Australia,bat,Sri Lanka,Aleem Dar,RSA Palliyaguruge,Pallekele International Cricket Stadium,0,5,Australia
1256,Belfast,2016-07-12,male,ODI,,Ireland,Afghanistan,field,Ireland,AJ Neill,IN Ramage,"Civil Service Cricket Club, Stormont",39,0,Afghanistan
1257,Belfast,2016-07-17,male,ODI,,Ireland,Afghanistan,bat,Afghanistan,AJ Neill,C Shamshuddin,"Civil Service Cricket Club, Stormont",79,0,Afghanistan
1258,Belfast,2016-07-19,male,ODI,,Ireland,Afghanistan,field,Afghanistan,R Black,C Shamshuddin,"Civil Service Cricket Club, Stormont",12,0,Ireland
1259,Edinburgh,2016-08-14,male,ODI,,Scotland,United Arab Emirates,field,United Arab Emirates,DA Haggo,M Hawthorne,"Grange Cricket Club Ground, Raeburn Place",98,0,Scotland
1260,Edinburgh,2016-08-16,male,ODI,,Scotland,United Arab Emirates,bat,United Arab Emirates,DA Haggo,M Hawthorne,"Grange Cricket Club Ground, Raeburn Place",0,7,Scotland
1261,Brisbane,2017-01-13,male,ODI,MS Wade,Australia,Pakistan,bat,Australia,MD Martell,C Shamshuddin,"Brisbane Cricket Ground, Woolloongabba",92,0,Australia
1262,,2017-01-15,male,ODI,Mohammad Hafeez,Australia,Pakistan,bat,Australia,CB Gaffaney,P Wilson,Melbourne Cricket Ground,0,6,Pakistan
1263,Perth,2017-01-19,male,ODI,SPD Smith,Australia,Pakistan,field,Australia,SD Fry,C Shamshuddin,Western Australia Cricket Association Ground,0,7,Australia
1264,,2017-01-22,male,ODI,DA Warner,Australia,Pakistan,bat,Australia,CB Gaffaney,MD Martell,Sydney Cricket Ground,86,0,Australia
1265,,2017-01-26,male,ODI,DA Warner,Australia,Pakistan,bat,Australia,SD Fry,C Shamshuddin,Adelaide Oval,57,0,Australia
1266,,2016-12-04,male,ODI,SPD Smith,Australia,New Zealand,bat,Australia,HDPK Dharmasena,MD Martell,Sydney Cricket Ground,68,0,Australia
1267,Canberra,2016-12-06,male,ODI,DA Warner,Australia,New Zealand,field,New Zealand,HDPK Dharmasena,P Wilson,Manuka Oval,116,0,Australia
1268,,2016-12-09,male,ODI,DA Warner,Australia,New Zealand,bat,Australia,NJ Llong,MD Martell,Melbourne Cricket Ground,117,0,Australia
1269,Edinburgh,2016-07-04,male,ODI,,Scotland,Afghanistan,field,Scotland,M Hawthorne,IN Ramage,"Grange Cricket Club Ground, Raeburn Place",0,0,no result
1270,Edinburgh,2016-07-06,male,ODI,,Scotland,Afghanistan,bat,Afghanistan,M Hawthorne,IN Ramage,"Grange Cricket Club Ground, Raeburn Place",78,0,Afghanistan
1271,Edinburgh,2016-09-08,male,ODI,,Scotland,Hong Kong,field,Hong Kong,GO Brathwaite,IN Ramage,"Grange Cricket Club Ground, Raeburn Place",0,0,no result
1272,Edinburgh,2016-09-10,male,ODI,,Scotland,Hong Kong,bat,Scotland,GO Brathwaite,IN Ramage,"Grange Cricket Club Ground, Raeburn Place",53,0,Scotland
1273,,2016-06-11,male,ODI,KL Rahul,Zimbabwe,India,field,India,IJ Gould,RB Tiffin,Harare Sports Club,0,9,India
1274,,2016-06-13,male,ODI,YS Chahal,Zimbabwe,India,field,India,IJ Gould,L Rusere,Harare Sports Club,0,8,India
1275,,2016-06-15,male,ODI,KL Rahul,Zimbabwe,India,bat,Zimbabwe,IJ Gould,TJ Matibiri,Harare Sports Club,0,10,India
1276,Christchurch,2016-12-26,male,ODI,TWM Latham,New Zealand,Bangladesh,bat,New Zealand,WR Knights,C Shamshuddin,Hagley Oval,77,0,New Zealand
1277,Nelson,2016-12-29,male,ODI,NT Broom,New Zealand,Bangladesh,field,Bangladesh,CM Brown,PR Reiffel,Saxton Oval,67,0,New Zealand
1278,Nelson,2016-12-31,male,ODI,KS Williamson,New Zealand,Bangladesh,bat,Bangladesh,CM Brown,C Shamshuddin,Saxton Oval,0,8,New Zealand
1279,Auckland,2017-01-30,male,ODI,MP Stoinis,New Zealand,Australia,field,Australia,WR Knights,RSA Palliyaguruge,Eden Park,6,0,New Zealand
1280,Hamilton,2017-02-05,male,ODI,TA Boult,New Zealand,Australia,bat,New Zealand,CM Brown,RSA Palliyaguruge,Seddon Park,24,0,New Zealand
1281,Hamilton,2017-02-19,male,ODI,Q de Kock,New Zealand,South Africa,field,South Africa,WR Knights,JS Wilson,Seddon Park,0,4,South Africa
1282,Christchurch,2017-02-22,male,ODI,LRPL Taylor,New Zealand,South Africa,field,South Africa,CM Brown,PR Reiffel,Hagley Oval,6,0,New Zealand
1283,Wellington,2017-02-25,male,ODI,AB de Villiers,New Zealand,South Africa,bat,South Africa,CM Brown,JS Wilson,Westpac Stadium,159,0,South Africa
1284,Hamilton,2017-03-01,male,ODI,MJ Guptill,New Zealand,South Africa,bat,South Africa,WR Knights,PR Reiffel,Seddon Park,0,7,New Zealand
1285,Auckland,2017-03-04,male,ODI,K Rabada,New Zealand,South Africa,field,South Africa,CM Brown,JS Wilson,Eden Park,0,6,South Africa
1286,London,2017-06-01,male,ODI,JE Root,England,Bangladesh,field,England,S Ravi,RJ Tucker,Kennington Oval,0,8,England
1287,Birmingham,2017-06-02,male,ODI,,Australia,New Zealand,bat,New Zealand,RK Illingworth,RA Kettleborough,Edgbaston,0,0,no result
1288,London,2017-06-03,male,ODI,Imran Tahir,South Africa,Sri Lanka,field,Sri Lanka,Aleem Dar,IJ Gould,Kennington Oval,96,0,South Africa
1289,Birmingham,2017-06-04,male,ODI,Yuvraj Singh,India,Pakistan,field,Pakistan,HDPK Dharmasena,M Erasmus,Edgbaston,124,0,India
1290,London,2017-06-05,male,ODI,,Australia,Bangladesh,bat,Bangladesh,CB Gaffaney,NJ Llong,Kennington Oval,0,0,no result
1291,Cardiff,2017-06-06,male,ODI,JT Ball,England,New Zealand,field,New Zealand,BNJ Oxenford,PR Reiffel,Sophia Gardens,87,0,England
1292,Birmingham,2017-06-07,male,ODI,Hasan Ali,Pakistan,South Africa,bat,South Africa,RK Illingworth,S Ravi,Edgbaston,19,0,Pakistan
1293,London,2017-06-08,male,ODI,BKG Mendis,India,Sri Lanka,field,Sri Lanka,RA Kettleborough,RJ Tucker,Kennington Oval,0,7,Sri Lanka
1294,Cardiff,2017-06-09,male,ODI,Shakib Al Hasan,Bangladesh,New Zealand,bat,New Zealand,IJ Gould,NJ Llong,Sophia Gardens,0,5,Bangladesh
1295,Birmingham,2017-06-10,male,ODI,BA Stokes,England,Australia,field,England,HDPK Dharmasena,CB Gaffaney,Edgbaston,40,0,England
1296,London,2017-06-11,male,ODI,JJ Bumrah,India,South Africa,field,India,Aleem Dar,PR Reiffel,Kennington Oval,0,8,India
1297,Cardiff,2017-06-12,male,ODI,Sarfraz Ahmed,Pakistan,Sri Lanka,field,Pakistan,M Erasmus,BNJ Oxenford,Sophia Gardens,0,3,Pakistan
1298,Cardiff,2017-06-14,male,ODI,Hasan Ali,England,Pakistan,field,Pakistan,M Erasmus,RJ Tucker,Sophia Gardens,0,8,Pakistan
1299,Birmingham,2017-06-15,male,ODI,RG Sharma,Bangladesh,India,field,India,HDPK Dharmasena,RA Kettleborough,Edgbaston,0,9,India
1300,London,2017-06-18,male,ODI,Fakhar Zaman,India,Pakistan,field,India,M Erasmus,RA Kettleborough,Kennington Oval,180,0,Pakistan
1301,Hong Kong,2016-11-04,male,ODI,Babar Hayat,Hong Kong,Papua New Guinea,bat,Hong Kong,Sharfuddoula,Tabarak Dar,"Mission Road Ground, Mong Kok",106,0,Hong Kong
1302,Hong Kong,2016-11-06,male,ODI,CA Soper,Hong Kong,Papua New Guinea,bat,Papua New Guinea,Sharfuddoula,Tabarak Dar,"Mission Road Ground, Mong Kok",14,0,Papua New Guinea
1303,Hong Kong,2016-11-08,male,ODI,Anshuman Rath,Hong Kong,Papua New Guinea,bat,Papua New Guinea,Sharfuddoula,IA Thomson,"Mission Road Ground, Mong Kok",0,7,Hong Kong
1304,Antigua,2017-03-03,male,ODI,EJG Morgan,West Indies,England,field,West Indies,GO Brathwaite,RSA Palliyaguruge,"Sir Vivian Richards Stadium, North Sound",45,0,England
1305,Antigua,2017-03-05,male,ODI,JE Root,West Indies,England,bat,West Indies,N Duguid,CB Gaffaney,"Sir Vivian Richards Stadium, North Sound",0,4,England
1306,Barbados,2017-03-09,male,ODI,AD Hales,West Indies,England,field,West Indies,GO Brathwaite,RSA Palliyaguruge,"Kensington Oval, Bridgetown",186,0,England
1307,Bristol,2017-05-05,male,ODI,AU Rashid,England,Ireland,bat,Ireland,Aleem Dar,RJ Bailey,County Ground,0,7,England
1308,London,2017-05-07,male,ODI,JE Root,England,Ireland,field,Ireland,PR Reiffel,RT Robinson,Lord's,85,0,England
1309,Mirpur,2016-10-07,male,ODI,JT Ball,Bangladesh,England,bat,England,M Erasmus,Sharfuddoula,Shere Bangla National Stadium,21,0,England
1310,Mirpur,2016-10-09,male,ODI,Mashrafe Mortaza,Bangladesh,England,field,England,Aleem Dar,Sharfuddoula,Shere Bangla National Stadium,34,0,Bangladesh
1311,Chittagong,2016-10-12,male,ODI,AU Rashid,Bangladesh,England,field,England,Anisur Rahman,M Erasmus,Zahur Ahmed Chowdhury Stadium,0,4,England
1312,Dharmasala,2016-10-16,male,ODI,HH Pandya,India,New Zealand,field,India,BNJ Oxenford,C Shamshuddin,Himachal Pradesh Cricket Association Stadium,0,6,India
1313,Delhi,2016-10-20,male,ODI,KS Williamson,India,New Zealand,field,India,AK Chaudhary,BNJ Oxenford,Feroz Shah Kotla,6,0,New Zealand
1314,Chandigarh,2016-10-23,male,ODI,V Kohli,India,New Zealand,field,India,BNJ Oxenford,C Shamshuddin,"Punjab Cricket Association Stadium, Mohali",0,7,India
1315,Ranchi,2016-10-26,male,ODI,MJ Guptill,India,New Zealand,bat,New Zealand,AK Chaudhary,BNJ Oxenford,JSCA International Stadium Complex,19,0,New Zealand
1316,Visakhapatnam,2016-10-29,male,ODI,A Mishra,India,New Zealand,bat,India,CK Nandan,BNJ Oxenford,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,190,0,India
1317,Leeds,2017-05-24,male,ODI,MM Ali,England,South Africa,field,South Africa,RT Robinson,RJ Tucker,Headingley,72,0,England
1318,Southampton,2017-05-27,male,ODI,BA Stokes,England,South Africa,field,South Africa,RJ Bailey,CB Gaffaney,The Rose Bowl,2,0,England
1319,London,2017-05-29,male,ODI,K Rabada,England,South Africa,field,South Africa,MA Gough,RJ Tucker,Lord's,0,7,South Africa
1320,Dublin,2017-05-12,male,ODI,,Ireland,Bangladesh,field,Ireland,IJ Gould,M Hawthorne,Malahide,0,0,no result
1321,Dublin,2017-05-14,male,ODI,MJ Santner,Ireland,New Zealand,field,Ireland,M Hawthorne,NJ Llong,Malahide,51,0,New Zealand
1322,Dublin,2017-05-17,male,ODI,JDS Neesham,Bangladesh,New Zealand,field,New Zealand,IJ Gould,AJ Neill,Clontarf Cricket Club Ground,0,4,New Zealand
1323,Dublin,2017-05-19,male,ODI,Mustafizur Rahman,Ireland,Bangladesh,field,Bangladesh,R Black,RSA Palliyaguruge,Malahide,0,8,Bangladesh
1324,Dublin,2017-05-21,male,ODI,TWM Latham,Ireland,New Zealand,field,Ireland,AJ Neill,JS Wilson,Malahide,190,0,New Zealand
1325,Dublin,2017-05-24,male,ODI,Mushfiqur Rahim,Bangladesh,New Zealand,field,Bangladesh,R Black,RSA Palliyaguruge,Clontarf Cricket Club Ground,0,5,Bangladesh
1326,Pune,2017-01-15,male,ODI,KM Jadhav,India,England,field,India,HDPK Dharmasena,CK Nandan,Maharashtra Cricket Association Stadium,0,3,India
1327,Cuttack,2017-01-19,male,ODI,Yuvraj Singh,India,England,field,England,AK Chaudhary,RSA Palliyaguruge,Barabati Stadium,15,0,India
1328,Kolkata,2017-01-22,male,ODI,BA Stokes,India,England,field,India,AK Chaudhary,HDPK Dharmasena,Eden Gardens,5,0,England
1329,Greater Noida,2017-03-15,male,ODI,WTS Porterfield,Afghanistan,Ireland,bat,Afghanistan,Ahmed Shah Pakteen,Nitin Menon,Greater Noida Sports Complex Ground,30,0,Afghanistan
1330,Greater Noida,2017-03-17,male,ODI,PR Stirling,Afghanistan,Ireland,bat,Afghanistan,Ahmed Shah Durrani,AK Chaudhary,Greater Noida Sports Complex Ground,34,0,Afghanistan
1331,Greater Noida,2017-03-19,male,ODI,PR Stirling,Afghanistan,Ireland,bat,Afghanistan,Ahmed Shah Pakteen,Nitin Menon,Greater Noida Sports Complex Ground,0,6,Ireland
1332,Greater Noida,2017-03-22,male,ODI,KJ O'Brien,Afghanistan,Ireland,bat,Afghanistan,Ahmed Shah Durrani,AK Chaudhary,Greater Noida Sports Complex Ground,0,3,Ireland
1333,Greater Noida,2017-03-24,male,ODI,Rahmat Shah,Afghanistan,Ireland,bat,Ireland,Ahmed Shah Pakteen,Nitin Menon,Greater Noida Sports Complex Ground,0,7,Afghanistan
1334,,2016-09-30,male,ODI,Babar Azam,Pakistan,West Indies,field,West Indies,Ahsan Raza,RSA Palliyaguruge,Sharjah Cricket Stadium,111,0,Pakistan
1335,,2016-10-02,male,ODI,Babar Azam,Pakistan,West Indies,bat,Pakistan,S Ravi,Shozab Raza,Sharjah Cricket Stadium,59,0,Pakistan
1336,Abu Dhabi,2016-10-05,male,ODI,Babar Azam,Pakistan,West Indies,bat,Pakistan,Ahsan Raza,RSA Palliyaguruge,Sheikh Zayed Stadium,136,0,Pakistan
1337,Mirpur,2016-09-25,male,ODI,Shakib Al Hasan,Bangladesh,Afghanistan,bat,Bangladesh,C Shamshuddin,Sharfuddoula,Shere Bangla National Stadium,7,0,Bangladesh
1338,Mirpur,2016-09-28,male,ODI,Mohammad Nabi,Bangladesh,Afghanistan,field,Afghanistan,Anisur Rahman,C Shamshuddin,Shere Bangla National Stadium,0,2,Afghanistan
1339,Mirpur,2016-10-01,male,ODI,Tamim Iqbal,Bangladesh,Afghanistan,bat,Bangladesh,C Shamshuddin,Sharfuddoula,Shere Bangla National Stadium,141,0,Bangladesh
1340,,2016-11-14,male,ODI,DM de Silva,Zimbabwe,Sri Lanka,field,Sri Lanka,C Shamshuddin,RB Tiffin,Harare Sports Club,0,8,Sri Lanka
1341,,2016-11-16,male,ODI,JO Holder,Sri Lanka,West Indies,field,Sri Lanka,M Erasmus,RB Tiffin,Harare Sports Club,62,0,West Indies
1342,Bulawayo,2016-11-19,male,ODI,SD Hope,Zimbabwe,West Indies,bat,Zimbabwe,C Shamshuddin,RB Tiffin,Queens Sports Club,0,0,tie
1343,Bulawayo,2016-11-21,male,ODI,,Zimbabwe,Sri Lanka,bat,Zimbabwe,MA Gough,L Rusere,Queens Sports Club,0,0,no result
1344,Bulawayo,2016-11-23,male,ODI,BKG Mendis,Sri Lanka,West Indies,field,West Indies,RK Illingworth,TJ Matibiri,Queens Sports Club,1,0,Sri Lanka
1345,Bulawayo,2016-11-25,male,ODI,TS Chisoro,Zimbabwe,West Indies,bat,Zimbabwe,MA Gough,TJ Matibiri,Queens Sports Club,5,0,Zimbabwe
1346,Bulawayo,2016-11-27,male,ODI,BKG Mendis,Zimbabwe,Sri Lanka,bat,Zimbabwe,RK Illingworth,TJ Matibiri,Queens Sports Club,0,6,Sri Lanka
1347,Abu Dhabi,2017-04-02,male,ODI,,United Arab Emirates,Papua New Guinea,bat,Papua New Guinea,Akbar Ali,Shozab Raza,Sheikh Zayed Stadium,26,0,Papua New Guinea
1348,Guyana,2017-04-07,male,ODI,JN Mohammed,West Indies,Pakistan,field,West Indies,SD Fry,JS Wilson,Providence Stadium,0,4,West Indies
1349,Guyana,2017-04-09,male,ODI,Babar Azam,West Indies,Pakistan,field,West Indies,GO Brathwaite,IJ Gould,Providence Stadium,74,0,Pakistan
1350,Guyana,2017-04-11,male,ODI,Shoaib Malik,West Indies,Pakistan,bat,West Indies,SD Fry,JS Wilson,Providence Stadium,0,6,Pakistan
1351,Abu Dhabi,2017-01-22,male,ODI,Babar Hayat,Hong Kong,Scotland,field,Hong Kong,Akbar Ali,Iftikhar Ali,Sheikh Zayed Stadium,0,7,Hong Kong
1352,,2017-01-24,male,ODI,Adnan Mufti,United Arab Emirates,Scotland,bat,Scotland,Akbar Ali,Tabarak Dar,Dubai International Cricket Stadium,0,4,United Arab Emirates
1353,,2017-01-26,male,ODI,Imran Haider,United Arab Emirates,Hong Kong,field,United Arab Emirates,AJT Dowdalls,Iftikhar Ali,Dubai International Cricket Stadium,0,6,United Arab Emirates
1354,,2017-02-16,male,ODI,Asghar Stanikzai,Zimbabwe,Afghanistan,bat,Afghanistan,S George,RB Tiffin,Harare Sports Club,12,0,Afghanistan
1355,,2017-02-19,male,ODI,Rashid Khan,Zimbabwe,Afghanistan,bat,Afghanistan,S George,RB Tiffin,Harare Sports Club,54,0,Afghanistan
1356,,2017-02-21,male,ODI,TL Chatara,Zimbabwe,Afghanistan,bat,Zimbabwe,S George,L Rusere,Harare Sports Club,3,0,Zimbabwe
1357,,2017-02-24,male,ODI,CB Mpofu,Zimbabwe,Afghanistan,bat,Afghanistan,S George,TJ Matibiri,Harare Sports Club,0,7,Zimbabwe
1358,,2017-02-26,male,ODI,Rahmat Shah,Zimbabwe,Afghanistan,bat,Afghanistan,S George,TJ Matibiri,Harare Sports Club,106,0,Afghanistan
1359,Dubai,2017-03-02,male,ODI,WTS Porterfield,United Arab Emirates,Ireland,field,United Arab Emirates,Ahsan Raza,Iftikhar Ali,ICC Global Cricket Academy,85,0,Ireland
1360,Dubai,2017-03-04,male,ODI,WTS Porterfield,United Arab Emirates,Ireland,bat,United Arab Emirates,Ahsan Raza,Akbar Ali,ICC Global Cricket Academy,0,8,Ireland
1361,,2017-03-25,male,ODI,Tamim Iqbal,Sri Lanka,Bangladesh,field,Sri Lanka,MA Gough,REJ Martinesz,Rangiri Dambulla International Stadium,90,0,Bangladesh
1362,,2017-03-28,male,ODI,,Sri Lanka,Bangladesh,bat,Sri Lanka,RSA Palliyaguruge,S Ravi,Rangiri Dambulla International Stadium,0,0,no result
1363,Colombo,2017-04-01,male,ODI,NLTC Perera,Sri Lanka,Bangladesh,field,Bangladesh,MA Gough,RSA Palliyaguruge,Sinhalese Sports Club Ground,70,0,Sri Lanka
1364,Abu Dhabi,2017-04-04,male,ODI,,United Arab Emirates,Papua New Guinea,bat,United Arab Emirates,Akbar Ali,Shozab Raza,Sheikh Zayed Stadium,103,0,United Arab Emirates
1365,Edinburgh,2017-06-15,male,ODI,,Scotland,Zimbabwe,bat,Scotland,RSA Palliyaguruge,IN Ramage,"Grange Cricket Club Ground, Raeburn Place",26,0,Scotland
1366,Edinburgh,2017-06-17,male,ODI,,Scotland,Zimbabwe,bat,Scotland,RSA Palliyaguruge,IN Ramage,"Grange Cricket Club Ground, Raeburn Place",0,6,Zimbabwe
1367,St Lucia,2017-06-09,male,ODI,Rashid Khan,West Indies,Afghanistan,bat,Afghanistan,C Shamshuddin,JS Wilson,"Darren Sammy National Cricket Stadium, Gros Islet",63,0,Afghanistan
1368,St Lucia,2017-06-11,male,ODI,SD Hope,West Indies,Afghanistan,bat,Afghanistan,N Duguid,C Shamshuddin,"Darren Sammy National Cricket Stadium, Gros Islet",0,4,West Indies
1369,Trinidad,2017-06-23,male,ODI,,West Indies,India,field,West Indies,HDPK Dharmasena,JS Wilson,"Queen's Park Oval, Port of Spain",0,0,no result
1370,Trinidad,2017-06-25,male,ODI,AM Rahane,West Indies,India,field,West Indies,N Duguid,CB Gaffaney,"Queen's Park Oval, Port of Spain",105,0,India
1371,Antigua,2017-06-30,male,ODI,MS Dhoni,West Indies,India,field,West Indies,HDPK Dharmasena,N Duguid,"Sir Vivian Richards Stadium, North Sound",93,0,India
1372,Antigua,2017-07-02,male,ODI,JO Holder,West Indies,India,bat,West Indies,CB Gaffaney,JS Wilson,"Sir Vivian Richards Stadium, North Sound",11,0,West Indies
